item_id,timestamp,target
A,2027-04-04,379
A,2027-04-06,381
A,2027-04-07,384
A,2027-04-10,386
A,2027-04-13,387
A,2027-04-15,392
A,2027-04-18,396
A,2027-04-20,399
A,2027-04-27,400
A,2027-05-04,402
A,2027-05-13,406
A,2027-05-20,409
A,2027-05-28,412
A,2027-06-06,417
A,2027-06-08,419
A,2027-06-09,424
A,2027-06-15,428
A,2027-06-18,431
A,2027-06-21,435
A,2027-06-30,440
A,2027-07-02,443
A,2027-07-10,444
A,2027-07-12,445
A,2027-07-15,447
A,2027-07-23,451
A,2027-07-29,453
A,2027-08-05,456
A,2027-08-12,459
A,2027-08-19,464
A,2027-08-25,468
A,2027-08-28,469
A,2027-09-03,473
A,2027-09-06,477
A,2027-09-09,481
A,2027-09-12,484
A,2027-09-19,488
A,2027-09-23,489
A,2027-09-27,494
A,2027-10-03,496
A,2027-10-12,497
A,2027-10-21,499
A,2027-10-23,504
A,2027-11-01,506
A,2027-11-06,509
A,2027-11-10,513
A,2027-11-17,516
A,2027-11-20,519
A,2027-11-28,521
A,2027-12-01,525
A,2027-12-04,530
A,2027-12-07,533
A,2027-12-13,535
A,2027-12-20,539
A,2027-12-26,543
A,2027-12-27,545
A,2028-01-01,550
A,2028-01-04,551
A,2028-01-09,556
A,2028-01-11,558
A,2028-01-14,563
A,2028-01-20,566
A,2028-01-24,568
A,2028-01-25,570
A,2028-01-31,571
A,2028-02-02,574
A,2028-02-04,577
A,2028-02-05,580
A,2028-02-11,583
A,2028-02-18,587
A,2028-02-19,590
A,2028-02-27,595
A,2028-03-05,596
A,2028-03-10,599
A,2028-03-17,604
A,2028-03-22,605
A,2028-03-30,609
A,2028-04-08,613
A,2028-04-13,614
A,2028-04-21,617
A,2028-04-22,622
A,2028-04-29,624
A,2028-04-30,627
A,2028-05-04,632
A,2028-05-08,634
A,2028-05-11,638
A,2028-05-12,641
A,2028-05-21,646
A,2028-05-24,651
A,2028-06-01,653
A,2028-06-08,655
A,2028-06-17,658
A,2028-06-22,659
A,2028-06-23,660
A,2028-06-24,664
A,2028-06-27,668
A,2028-06-30,669
A,2028-07-03,672
A,2028-07-10,676
A,2028-07-15,679
A,2028-07-17,683
A,2028-07-26,685
A,2028-07-30,687
A,2028-08-01,691
A,2028-08-02,693
A,2028-08-06,695
A,2028-08-11,696
A,2028-08-13,697
A,2028-08-20,702
A,2028-08-27,704
A,2028-09-05,709
A,2028-09-11,711
A,2028-09-15,714
A,2028-09-20,715
A,2028-09-27,718
A,2028-09-29,722
A,2028-10-03,725
A,2028-10-08,727
A,2028-10-13,729
A,2028-10-16,730
A,2028-10-17,734
A,2028-10-26,735
A,2028-10-30,736
A,2028-11-04,739
A,2028-11-12,740
A,2028-11-13,744
A,2028-11-15,747
A,2028-11-22,752
A,2028-11-30,756
A,2028-12-05,757
A,2028-12-09,758
A,2028-12-18,763
A,2028-12-27,764
A,2028-12-30,765
A,2029-01-05,769
A,2029-01-13,770
A,2029-01-18,773
A,2029-01-19,777
A,2029-01-22,781
A,2029-01-24,785
A,2029-01-25,788
A,2029-02-01,792
A,2029-02-05,796
A,2029-02-09,797
A,2029-02-16,800
A,2029-02-25,803
A,2029-03-05,805
A,2029-03-07,807
A,2029-03-08,812
A,2029-03-14,814
A,2029-03-19,818
A,2029-03-21,820
A,2029-03-27,824
A,2029-04-01,828
A,2029-04-10,829
A,2029-04-15,830
A,2029-04-19,831
A,2029-04-24,834
A,2029-04-27,839
A,2029-05-05,843
