"item_id","timestamp","target"
"RB75","2024-07-12 19:38:00",0
"RB75","2024-07-12 19:12:00",5
"RB75","2024-07-12 20:38:00",0
"RB75","2024-07-12 21:38:00",0
"RB75","2024-07-12 22:38:00",2
"RB75","2024-07-12 23:38:00",0
"RB75","2024-07-13 00:38:00",0
"RB75","2024-07-13 06:38:00",0
"RB75","2024-07-13 07:38:00",0
"RB75","2024-07-13 08:38:00",0
"RB75","2024-07-13 09:38:00",0
"RB75","2024-07-13 10:38:00",0
"RB75","2024-07-13 11:38:00",1
"RB75","2024-07-13 12:38:00",0
"RB75","2024-07-13 13:38:00",0
"RB75","2024-07-13 14:38:00",2
"RB75","2024-07-13 15:38:00",0
"RB75","2024-07-13 16:38:00",0
"RB75","2024-07-13 17:38:00",0
"RB75","2024-07-13 18:38:00",0
"RB75","2024-07-13 19:38:00",0
"RB75","2024-07-13 20:38:00",0
"RB75","2024-07-13 21:38:00",4
"RB75","2024-07-13 22:38:00",0
"RB75","2024-07-13 23:38:00",7
"RB75","2024-07-14 00:38:00",32
"RB75","2024-07-14 08:38:00",0
"RB75","2024-07-14 09:38:00",0
"RB75","2024-07-14 10:38:00",0
"RB75","2024-07-14 11:38:00",0
"RB75","2024-07-14 12:38:00",0
"RB75","2024-07-14 13:38:00",0
"RB75","2024-07-14 14:38:00",0
"RB75","2024-07-14 15:38:00",0
"RB75","2024-07-14 16:38:00",0
"RB75","2024-07-14 17:38:00",0
"RB75","2024-07-14 18:38:00",3
"RB75","2024-07-14 19:38:00",0
"RB75","2024-07-14 20:38:00",0
"RB75","2024-07-14 21:38:00",4
"RB75","2024-07-14 22:38:00",6
"RB75","2024-07-14 23:38:00",1
